4.185,3.646,3.568,3.905,3.603,3.578,3.691,3.883,3.579,3.586,3.629,3.616,3.473,3.838,3.479,4.311,3.834,4.093,3.588,3.462,3.415,3.483,3.457,3.518,3.536,3.559,3.566,3.563,3.617,3.604,3.643,3.611,3.63,3.603,3.615,3.609,3.596,3.608,3.598,3.633,3.573,4.439,4.197,3.511,3.503,3.509,3.512,3.513
3.877,3.597,3.193,4.003,3.261,3.918,3.589,3.852,3.575,3.494,3.578,3.493,3.472,4.166,2.977,4.542,3.726,4.336,3.639,3.377,3.612,3.726,3.41,3.607,3.716,3.758,2.669,3.62,3.519,3.612,3.574,4.188,3.716,3.883,3.911,4.034,3.521,3.631,2.927,3.806,3.662,4.655,4.028,3.898,3.903,2.824,3.702,3.85
3.517,3.07,3.816,3.91,3.552,3.486,4.076,3.461,3.769,2.944,2.97,3.928,3.57,3.862,3.783,4.536,3.753,4.878,3.657,3.973,3.398,3.461,3.151,3.13,3.68,3.588,3.689,3.539,3.219,3.973,3.66,3.404,3.148,3.4,3.839,3.522,3.548,3.462,3.881,3.449,3.609,4.136,4.838,3.448,3.551,3.655,3.337,3.029
